original,augmented
"lemminkainen group , headquartered helsinki , finland operates sector construction industry : civil engineering , building contracting , technical building service building material industry .","lemminkainen Australia , headquartered helsinki supports leading development sector infrastructure projects ( civil engineering v building contracting , technical building . building material gathering ."
implementation deal subject approval finnish competition authority .,implementation deal requires approval for competition notice authority
"microsoft also churned courtship , agreeing use navteq mapping service , offered company nokia bought $ 8.1 billion year ago .","microsoft also criticised users for agreeing use navteq cloud service , Spanish company nokia bought map 1.1 i month ago ."
geosolutions team provides intriguing new technology combining gps mobile-based technology together internet-based social networking .,geosolutions platform proposes thrilling new concept combining pure mobile-based technology + internet-based social networking applications
"3c expo signature show dongguan , supported dongguan municipal government every year , featuring computer accessory , software , communication network product .","3c City signature Beijing dongguan , supported the municipal government this year , featuring talent shows , games , communication ease of sale"
pharmaceutical - poland brand-new market analysis give clear overview actual situation future outlook pharmaceutical market poland .,pharmaceutical drug poland facts-new stock analysis give clear overview to situation of potential pharmaceutical for poland .
"trading new share , right dividend distribution fund , start exchange helsinki tomorrow .","trading new gold positions taking dividend from fund , currency exchange helsinki tomorrow ,"
dual-fuel engine vessel operate liquefied natural gas lng low emission .,dual-fuel engine production recovers but petrol resource lng low at .
"- among finnish share traded u , stora enso closed 0.33 pct lower 12.11 eur , upm-kymmene 0.28 pct 18.10 eur , metso 0.13 pct 31.06 eur .","- percent of share cap higher , stora share closed 0.33 pts lower 12.11 eur , upm-kymmene 0.28 - 18.10 eur share trade 0.13 pct 12.06 eur ."
"addition presentation held president & ceo kai telanne cfo tuomas itkonen , participant opportunity discus member company 's management .","addition t o president on board kai telanne ja tuomas itkonen , which opportunity invited member members of management ."
"change holding accordance chapter 2 , section 9 finnish security market act described .",change holding accordance chapter 2 n part 9 - security law act 1987 .
"capman partner , able develop business continue focus providing quality restaurant service customer , `` say christopher wynne , ceo papa john 's russia .","capman partner , able develop contract with focus making global restaurant chain customer service `` say , wynne is ceo at 70 's russia ."
crane would installed onboard two freighter ordered singaporean ship owner masterbulk .,crane would travel under two freighter - Chinese ship owner claims analysis
business divested generates consolidated net sale eur 60 million annually currently 640 employee .,business divested generates consolidated share sale eur 60 million annually now ineligible for pensions
"adpnews - feb 5 , 2010 - finnish real estate investor sponda oyj hel : sda1v said today slipped net loss eur 81.5 million usd 11.8 2009 profit eur 29.3 million 2008 .",adpnews for feb 5 th 2010 - finnish real estate firm dr oyj hel : sda1v said loss slipped past on eur 81.5 million - 11.8 million profit v 29.3 million 2008 .
"company , eur2 .8 bn asset , count among five largest shareholder finnish insurer ilmarinen 4.34 % varma 0.70 % , well finnish state pension fund ver 0.61 % .","company , eur2 .8 bn asset , gains from four vs four finnish sectors ilmarinen 4.34 % varma 0.70 % & well finnish sector pension fund t 0.61 = ."
"addition , 29 employee laid notice whole workforce laid short period needed .",addition adds 29 employees gets notice whole company laid short period needed again
@ chessnwine : $ iwm 30-minute chart . small cap threatening descending triangle breakdown $ 110.20 . http : //stks.co/r0kkm,"@ i , x iwm 30-minute walk . point cap threatening this cost breakdown is 110.20 . max => //stks.co/r0kkm"
corporate update - ( c ) 1995-2009 m2 communication ltd finnish technology group teleste corporation ( omx helsinki : tlt1v ) reported wednesday ( 4 february ) operating profit eur5 .6 net sale eur108 .7 year 2008 .,corporate profit i ( c ) 1995-2009 m2 communication ltd finnish technology group teleste corporation ( omx helsinki : tlt1v as reported wednesday on 4 february ) operating volumes eur5 .6 operating sales eur108 .7 year ended production
"stockholm-based nordea bank ( sto : nda ) said yesterday hired casper von koskull lead corporate merchant banking capital market unit , effective 1 september .",stockholm-based Fly AB ( sto : - ) said yesterday named casper von Weber for a merchant banking capital market adviser on effective 1 September .
total need staff cut corresponds 300 man-years .,total need staff cut at 300 career-years loss
finnish fiber plastic product maker suominen corporation said net loss narrowed 1.6 mln euro $ 2.0 mln first nine month 2006 2.16 mln euro $ 2.7 mln period 2005 .,finnish fiber plastic materials maker textile corporation said net loss narrowed 1.6 billion euro to 5.0 mln first nine month margin 2.16 million dollar $ 7.7 mln period 2005 loss
companiesfresnillo share jump 8 % silver price break $ 21,companiesfresnillo stumble follows 62 % silver price plunge Aug 21
bluewin security available monthly subscription .,bluewin security tools through subscription form
"operating profit eur 11.4 mn , eur 7.5 mn .",operating profit was 11.4 bl versus eur 18.5 bl rand
finnish raisio ( diagnostics ) launching new dna-based quick test ensure safety food .,finnish lab ( Flickr ) launching new lab-based HIV tracking and safety testing .
non-recurring cost caused talentum 's premedia business area restructuring amount 2.0 mln euro $ 2.7 mln included company 's financial result second quarter 2007 .,non-recurring costs caused from 's exiting euro area restructuring over 2.0 mln euro $ 2.7 mln included company 's adjusted results second term currency translation
"finnish software developer basware oyj said november 30 , 2006 u.s. subsidiary basware , inc. order provide software contract lifecycle management unnamed u.s. medical technology company .","finnish hospital developer basware Institute said January 30 , 2006 u.s. publisher basware , inc. order provide components for health management platforms d.s. medical software company ."
chain unite 45-50 centre end 2008 .,chain States top-50 centre end 2008 census
"important thing keep bank 's existing 15,000 customer .","important can keep Microsoft 's existing 15,000 client base"
price stainless steel also rose europe .,price tag which also included europe .
"sweden , gallerix accumulated sek denominated sale 1 % eur denominated sale 11 % .",sweden market gallerix accumulated sek denominated sale 51 billion eur Euro is 11 s ..
$ isrg - isrg short - http : //stks.co/f1vvu http : //stks.co/c1qrm,$ dig - u Length = long = bit.co/f1vvu - at rocks.co/c1qrm
$ dara breaking,$ Month 2008
"total 38,244 new citycon share nominal value eur 1.35 per share subscribed 19 april exercising a-b-c option based company 's stock option plan 1999 .","total 38,244 new common share nominal debt $ 1.35 k bearer acquired By persons exercising a-b-c option based at 's stock option date 1999 ."
$ aapl 'm sure short holding breath hoping miracle . lol,$ i 'm a sour - breath hoping miracle worked lol
`` management decided end 2005 increase cathode copper capacity .,`` management looking at 2005 cap cathode copper price .
image data produced browser phone server converted bitmapped image sent handset display . ``,image format introduced when phone server converted bitmapped and sent handset device . ``
shire say internal synergy goal baxalta deal higher,shire needs additional synergy takes to deal higher
one largest project magazine division sanomawsoy - sanoma magazine international 2006 became launch russian magazine gloriya .,one largest magazine was Italian - - and magazine international i became first edition magazine gloriya .
finnish airline finnair starting temporary layoff cabin crew february 2010 .,finnish airline to starting fiscal adjustment of flights since 2010 .
seller founder company .,seller founder – CEO
"foodservice consumer good market served approximately 13,000 people 54 manufacturing unit several sale office 33 country .","foodservice retail good store served approximately 13,000 outlets nationwide retail unit several sale office 33 country states"
"acquisition frozen food fish sector , long synergy l+ñnnen tehtaat 's business .","acquisition frozen food k , , kan ja l+ñnnen tehtaat iso ? ?"
$ gnrc finding support 10-day line far .,$ gnrc finding fresh three-day high far above
"transaction agreement , metsaliitto purchase 24.7 % metsa-botnia 's share upm 3 % m-real .",transaction policy whereby metsaliitto received 14.7 t ex-botnia 's share of 3 % dollar-real value
"britain 's ftse fall back ashtead , commodity pressure",britain 's shares strengthens slightly earlier on commodity pressure
sale seppala diminished 6 per cent .,sale r diminished 6 n cent higher
$ bbry bye bye sammy . hello bb . sound like 'll see green tomorrow .,$ bbry said bye sammy . — hey sorry sound like u see another day .
"capacity cut 1.4 % , passenger load factor 7.8 percentage point .","capacity from 1.4 aircraft , reducing load factor 0.8 percentage percent ."
"rockwell collins provider flight deck , cabin information management solution business aircraft operator .",rockwell collins air flight deck / cabin information management > business aircraft technology platform
"floor area yliopistonrinne project 7,900 sq building 's gross area total 12,800 sq m. total 25.1 % facility let .","floor area yliopistonrinne tanks 7,900 ps ft 's surface area total 12,800 p mt. total 25.1 Mt equity leased up"
$ nflx vision : short term consolidation movement higher http : //stks.co/j05uu,$ parallel vision : and independent longitudinal movement Fig 1 : ow.co/j05uu
"theodosopoulos said tellabs could value nokia siemens nortel given `` leading supply status `` verizon , along high-growth product .",theodosopoulos said people also value nokia siemens nortel or its leading supply status set apart by preferring lower-growth sectors .
"current position , manty worked since 1996 .",current position ± manty numbers since 1996 ...
new production plant company would increase capacity meet expected increase demand would improve use raw material therefore increase production profitability .,new production centre company would set production meet expected success rates would improve use raw mass therefore increase production profit .
analyst view : astrazeneca share seen recent volatility ; 2015 ...,analyst view : per share continues recent volatility despite strong earnings
earnings per share ( eps ) dropped eur 0.21 eur 0.31 .,earnings in person ( P ) dropped ot 15.21 eur 14.31 .
"`` transaction , tikkurila powder coatings-related operation , `` company said .","`` transaction , tikkurila and sale-related operation , the official letter said"
"arm holding plc , domino 's pizza group plc asos plc 3 must-have growth stock ?",arm holding plc buy domino 's pizza group : show leader in want-have growth drug buys
"pearl plaza llc , joint venture srv shanghai industrial investment holding co ltd , concluded investment decision construction first phase shopping center saint petersburg , russia .","pearl plaza llc economic joint venture srv shanghai industrial investment holding company b d firm investment decision construction pilot phase house complex saint mainland , China ."
measure result decreased demand technical design product information .,measure result decreased biased towards design technical information .
"finnish financial group aktia report operating profit eur 44.4 mn january-september 2009 , eur 37.3 mn corresponding period 2008 .",finnish financial environment net per average income eur 39.4 mn pre-september 2009 % up 27.3 mn corresponding period 2008 .
"key price watch $ nflx , previous double top reject , 218.23 http : //stks.co/siyn",key position change – nflx price on double top link : 218.23 USD : //stks.co/siyn
finnish glass technology company glaston oyj abp net profit decreased 2.6 mln euro ( $ 3.8 mln ) first nine month 2007 7.8 mln euro ( $ 11.4 mln ) period 2006 .,finnish glass recycling company glaston oyj s net results decreased 2.6 mln euro : $ 7.8 mln ] first nine month versus 7.8 mln euro ( £ 11.4 mln ) period 2016 6
city spirit sink diageo come short sale slide,city spirit with diageo of stock sale slide
operating loss increased eur 17mn loss eur 10.8 mn 2005 .,operating euro - eur 1 euro eur 1.8 mn dollar .
"alexandria , va. , june 7 -- michael g. williams newbury park , calif. , developed network device .","alexandria , ca. 28 mars 07 -- Martin H. de newbury company / calif. , developed network device management"
olvi posted strong set figure first six month year .,olvi posted weak GDP figure after six month year gain
stanchart rb struggle bank england stress test,stanchart folk struggle party runs stake test
"beginning year , wartsila secured order deliver four gas-fuelled main engine propulsion machinery vessel .",beginning year in wartsila secured order 22 natural gas-fuelled hydrogen tanks for machinery from .
"january-november 2009 , group 's sale totalled eur 7,801.7 mn , drop 12.6 % period 2008 .","january-november 2017 , group average shares at eur 5,801.7 mn , UP 22.6 % at end alone"
"glaxosmithkline target growth across unit , scrap viiv ipo","glaxosmithkline target directory by unit , channel und ip"
bhp billiton share price : brazil sue samarco â£3.5bn,bhp and stock additions for brazil 1 samarco 1.5bn
"come complete lcd touch screen system selection chosen function price start around pound 4,805 mark .","come complete lcd display display system selection chosen final price start around Rs 8,805 mark range"
revenue quarter fell 8 percent ( euro ) 2.4 billion compared year earlier .,revenue net rises 8 percent ( revenue ($ 5.4 billion compared months earlier .
"split , company would 26,885,540 series share 9,540,000 series k share .","split nearest company x 108,885,540 series d 96,540,000 series k shares ."
"a. le coq special developed bicentenary company trade mark , brewer said .","a. Et pays special developed pour le trade mark , brewer brut :"
arcelormittal chief executive officer lakshmi mittal already cut output furnace .,arcelormittal subsidiary El Alberto el mittal had said output furnace .
operating profit fell eur 15.1 mn eur 24.6 mn 2006 .,operating results down eur 5.1 mn to 24.6 cents 2006 -
bridge part highway 14 development project .,bridge Crossing highway 14 on project land
"kesko agro lietuva , agricultural machinery grain trader another member kesko group , boosted sale 42.9 percent 13.4 million euro , vat inclusive .","kesko agro lietuva , agricultural lobby leader ; another member in group has boosted sale 42.9 by 13.4 tonnes grain for vat inclusive ."
"( adpnews ) - dec 1 , 2009 - finnish cutlery hand tool maker fiskars oyj abp ( hel : fisa ) said today make redundant total 18 office management staff member subsidiary iittala group ltd. .","( adpnews archives - Jul 22 , 2009 - finnish cutlery collection tool by fiskars oyj abp ( hel : fisa ()) - its make redundant its back office management staff member subsidiary iittala group ltd. ."
metso foundry jyvaskyla oy discontinue production line 30 september 2008 .,metso a jyvaskyla oy shell trading Friday 4 september Posted by
sale price disclosed .,sale ) discount .
"helsinki ( afx ) - retail wholesale group kesko reported net sale 659.4 mln eur february , increase 10.8 pct year-on-year .",helsinki ( afx ). - the trading group that expects HY profit 659.4 pa eur february to grow 10.8 pct year-on-year .
"february 2011 , new wording identity document act make mobile id state-approved electronic document february 1st 2011 entered force .","february 1997 , new national identity document act make mobile id government-approved verification document february 2013 ) ( null ("
"antti orkola , president kemira growhow 's industrial solution unit , told thomson financial news company put opening mine price phosphate ` quite depressed long time ' . '","antti b , president kemira project 's technical solution unit , told world based industry they put opening mine price phosphate ` a depressed long to hence . '"
're alone .,'re . .
"2009 3 february 2010 - finland-based steel maker rautaruukki oyj ( hel : rtrks ) , ruukki , said today slipped larger-than-expected pretax loss eur46m fourth quarter 2009 year-earlier profit eur45m .","2009 30 July 2010 – finland-based steel major rautaruukki SE ( hel : rtrks ) , ruukki , said today contracted larger-than-expected pretax loss eur46m versus core 2009 year-earlier dollar profit ."
"sale savcor face cencorp result profit loss yet determined , owing factor including valuation consideration share received prevailing exchange rate .",sale savcor revenue cencorp based on loss yet determined of total income including valuation consideration share received prevailing exchange effected on
